Date,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume,SP100_Open,SP100_High,SP100_Low,SP100_Close,SP100_Volume,Inflation_USA,Inflation_EU,Inflation_World,Revenue_Billions
1997-05-15,0.1218750029802322,0.125,0.0963540002703666,0.0979169979691505,1443120000.0,410.9949951171875,414.2950134277344,409.625,414.2000122070313,916360000.0,2.34,3.11,5.57,0.0645867123287674
1997-05-16,0.0984380021691322,0.0989580005407333,0.0854170024394989,0.0864579975605011,294000000.0,414.2000122070313,414.2000122070313,406.2799987792969,406.2799987792969,973560000.0,2.34,3.11,5.57,0.0649484657534249
1997-05-19,0.0880210027098655,0.0885419994592666,0.0812499970197677,0.0854170024394989,122136000.0,406.2799987792969,410.3500061035156,406.2799987792969,409.2300109863281,690280000.0,2.34,3.11,5.57,0.0660337260273975
1997-05-20,0.0864579975605011,0.0874999985098838,0.0817710012197494,0.0817710012197494,109344000.0,409.2300109863281,414.4800109863281,405.8900146484375,414.1600036621094,901700000.0,2.34,3.11,5.57,0.0663954794520551
1997-05-21,0.0817710012197494,0.0822919979691505,0.0687500014901161,0.0713540017604827,377064000.0,414.1600036621094,416.739990234375,411.0350036621094,413.1400146484375,1081460000.0,2.34,3.11,5.57,0.0667572328767126
1997-05-22,0.0718749985098838,0.0723960027098655,0.0656249970197677,0.0697920024394989,235536000.0,413.0899963378906,414.4299926757813,409.614990234375,410.3299865722656,853880000.0,2.34,3.11,5.57,0.0671189863013702
1997-05-23,0.0703129991889,0.0760419964790344,0.0666669979691505,0.0750000029802322,318744000.0,410.3299865722656,416.9750061035156,410.3299865722656,415.9750061035156,834060000.0,2.34,3.11,5.57,0.0674807397260277
1997-05-27,0.0755209997296333,0.0822919979691505,0.0729169994592666,0.0791670009493827,173952000.0,415.9750061035156,418.80999755859375,413.1700134277344,417.7950134277344,872300000.0,2.34,3.11,5.57,0.0689277534246578
1997-05-28,0.0812499970197677,0.0817710012197494,0.0765630006790161,0.0765630006790161,91488000.0,417.7950134277344,418.2850036621094,413.3349914550781,415.6499938964844,974680000.0,2.34,3.11,5.57,0.0692895068493154
1997-05-29,0.0770829990506172,0.0770829990506172,0.0739580020308494,0.0752599984407424,69456000.0,415.6499938964844,416.5299987792969,412.8049926757813,413.6600036621094,925200000.0,2.34,3.11,5.57,0.0696512602739729
1997-05-30,0.0750000029802322,0.0755209997296333,0.0739580020308494,0.0750000029802322,51888000.0,413.6600036621094,415.6749877929688,406.3399963378906,413.3500061035156,1074400000.0,2.34,3.11,5.57,0.0700130136986305
1997-06-02,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,11832000.0,413.3500061035156,415.5750122070313,412.25,413.4700012207031,871900000.0,2.34,3.11,5.57,0.0710982739726031
1997-06-03,0.0765630006790161,0.0765630006790161,0.0739580020308494,0.0739580020308494,23664000.0,413.4700012207031,416.1300048828125,410.8500061035156,413.4200134277344,1054240000.0,2.34,3.11,5.57,0.0714600273972606
1997-06-04,0.0739580020308494,0.0744789987802505,0.0697920024394989,0.0708329975605011,61608000.0,413.4200134277344,413.4400024414063,409.4599914550781,410.18499755859375,933380000.0,2.34,3.11,5.57,0.0718217808219181
1997-06-05,0.0708329975605011,0.0770829990506172,0.0687500014901161,0.0770829990506172,113448000.0,410.18499755859375,414.2749938964844,410.18499755859375,411.4200134277344,905220000.0,2.34,3.11,5.57,0.0721835342465757
1997-06-06,0.0757810026407241,0.0854170024394989,0.0755209997296333,0.0828130021691322,156144000.0,411.4200134277344,419.760009765625,411.30999755859375,418.5799865722656,977880000.0,2.34,3.11,5.57,0.0725452876712332
1997-06-09,0.0828130021691322,0.0854170024394989,0.0828130021691322,0.0843750014901161,47040000.0,418.5799865722656,422.4299926757813,418.5799865722656,421.2099914550781,931620000.0,2.34,3.11,5.57,0.0736305479452058
1997-06-10,0.0854170024394989,0.0854170024394989,0.0765630006790161,0.0791670009493827,109176000.0,421.2099914550781,424.6400146484375,420.0150146484375,421.75,1053960000.0,2.34,3.11,5.57,0.0739923013698634
1997-06-11,0.0796879976987838,0.0802080035209655,0.0765630006790161,0.0770829990506172,23760000.0,421.75,424.3900146484375,421.6449890136719,423.9500122070313,1027480000.0,2.34,3.11,5.57,0.0743540547945209
1997-06-12,0.0791670009493827,0.0822919979691505,0.0776040032505989,0.0802080035209655,32640000.0,423.9500122070313,430.4700012207031,423.3550109863281,430.1199951171875,1185460000.0,2.34,3.11,5.57,0.0747158082191784
1997-06-13,0.0812499970197677,0.0812499970197677,0.0791670009493827,0.0791670009493827,13872000.0,430.1199951171875,435.9400024414063,430.1199951171875,434.9700012207031,1151620000.0,2.34,3.11,5.57,0.075077561643836
1997-06-16,0.0802080035209655,0.0802080035209655,0.078125,0.078645996749401,18264000.0,434.9700012207031,436.2850036621094,433.9800109863281,436.2000122070313,828560000.0,2.34,3.11,5.57,0.0761628219178086
1997-06-17,0.0799480006098747,0.0799480006098747,0.0747400000691413,0.0752599984407424,94128000.0,436.18499755859375,438.4299926757813,432.4800109863281,436.4400024414063,1086020000.0,2.34,3.11,5.57,0.0765245753424661
1997-06-18,0.0760419964790344,0.0768230035901069,0.0750000029802322,0.0755209997296333,49296000.0,436.4400024414063,436.4400024414063,432.5400085449219,433.4949951171875,983480000.0,2.34,3.11,5.57,0.0768863287671237
1997-06-19,0.0755209997296333,0.0765630006790161,0.0750000029802322,0.0755209997296333,20064000.0,433.4949951171875,438.0249938964844,433.4949951171875,436.9700012207031,1073880000.0,2.34,3.11,5.57,0.0772480821917812
1997-06-20,0.0765630006790161,0.0776040032505989,0.0750000029802322,0.0763019993901252,67752000.0,436.9700012207031,439.4599914550781,436.93499755859375,438.2349853515625,1306220000.0,2.34,3.11,5.57,0.0776098356164387
1997-06-23,0.0770829990506172,0.0770829990506172,0.0739580020308494,0.0750000029802322,20952000.0,438.2349853515625,438.2349853515625,428.1900024414063,428.3999938964844,985880000.0,2.34,3.11,5.57,0.0786950958904114
